UID,Comments,Order,Len,Spaces,Index
12337293,Staff is very good but it would be better to have more collection,5702,65,12,5.416666667
12360350,Always there is very low stock in Kothrud according to Jim road store ,5704,70,12,5.833333333
12341608,"Love to have shopping experience with this allen solly kids staff,love u all.......",5777,83,12,6.916666667
12353273,Chon was pleasant n attended us we'll appreciate the help. Great service thanks,5993,79,12,6.583333333
12357499,Thank u so much the store is good and Allen Solly is awesome!!!!!!!.,6061,68,12,5.666666667
12358437,"I would love to come @ A.S again , as I love it ",6067,48,12,4
12371125,Thanks to Umesh for helping out choose clothes. He did a great job. ,6202,68,12,5.666666667
12364816,Everything is all right instead of trail room need to repair the doors,6275,70,12,5.833333333
12367609,We need formal jackets in a longer length like the black- different colours,6380,75,12,6.25
12369908,Keep more options in sizes :) thank you keep collection for kids ;),6508,67,12,5.583333333
12371099,Please inform me through message if you have any offer in your store,6524,68,12,5.666666667
12374933,I would suggest you to have more collection in this mall.     Thank you,6719,71,12,5.916666667
12388852,Staff is very cooperative. I will like to come this store again. Thanks.,7027,72,12,6
12390724,Need bigger sizes in trousers like 34 and more varieties in formal Blazers,7134,74,12,6.166666667
12407770,Sales person Simran was very understanding and helped to get the correct requirement.,7467,85,12,7.083333333
12412181,Really liked the ambience of the store. Could work more on casual shirts. ,7488,74,12,6.166666667
12414018,I like the store and i love it I also took a shirt,7539,50,12,4.166666667
12415040,Your collection of formal clothes needs improvement in fittings. Casual stuff is good.,7605,86,12,7.166666667
12417404,Would like some jeans with relaxed legs - not just tapered or skinny,7674,68,12,5.666666667
12423883,Today is my birthday and we are calb in our store lovers staff,7843,62,12,5.166666667
12427600,Was looking for a waist coat for women's formal . Couldn't find .,7940,65,12,5.416666667
12429119,"Change the ambiance of this store ,we are bored by this old stuff.",7993,66,12,5.5
12430171,Thanks and make your staff more communicable and friendly as well as smiling.,8013,77,12,6.416666667
12435524,There are no navy blue blazers in female category. It was my requirement,8115,72,12,6
12435226,Sunil has always been very helpful and cooperative. Keep up the good work!!!,8201,76,12,6.333333333
12438282,You should get more funky kinda prints on shirts and more less prices,8280,69,12,5.75
12438169,"Thanks, Kamalika for all the assistance. Thanks Bosco for introducing me to Kamalika!",8296,85,12,7.083333333
12438913,Allen solly is good collections. Please inform us about new collection thank you,8330,80,12,6.666666667
12440442,Please get more women accessories and introduce more offers for regular customers :),8338,84,12,7
12444154,Looking for formal trouser navi blue that is not available in your store,8347,72,12,6
12440733,We would love to have more variety in women's wear (semi -formal category),8387,74,12,6.166666667
12444166,I like the material and wide variety of clothes available with beautiful colours,8470,80,12,6.666666667
12446599,Please keep clothes for obese people we also have the right to dress,8504,68,12,5.666666667
12445764,Staff courtesy is one thing that would make me return to solly again.,8505,69,12,5.75
12448771,You should Have more choices in 28 waist size skirt specially black Color,8562,73,12,6.083333333
12449378,We like ur product as per we like nice dresses of different dresses,8591,67,12,5.583333333
12453531,Good staff service but the ambience of the store is poor....get gud speakers,8598,76,12,6.333333333
12456415,Thank full to Mr Arul for helping us with exchange and prompted reply.,8760,70,12,5.833333333
12460002,Didn't asked for membership card. We lost points on our purchase this time,8803,74,12,6.166666667
12460542,Good to know that there is no copy of this brand in market ,8909,59,12,4.916666667
12474699,"I was looking for 6-7 months baby boy,hopes next visit I'll find thanks",8930,71,12,5.916666667
12462893,Had a good experience of shopping .staff was good .. Best of luck ,8956,66,12,5.5
12468474,Awesome service n great staff! Kudos to you all!! You guys are great!!,9169,70,12,5.833333333
12470480,It's making a good brand presence but more variety could fetch extra sales,9230,74,12,6.166666667
12473331,Please improve the slim fit options available at the floor for formal shirts.,9300,77,12,6.416666667
12476287,Thank u allensolly .but try to maintain the size in black blazer . ,9420,67,12,5.583333333
12477965,Awesome experience and friendliest staffs and great service! Silambarasan was of great help.,9460,92,12,7.666666667
12478374,I love your full sleeve round neck t-shirts get some more of it,9475,63,12,5.25
12479564,We are satisfied on the behaviour of the salesman sanjay of this shop.,9504,70,12,5.833333333
12481268,Please get more shades in trousers and size 46 shirts for office wear,9545,69,12,5.75
12484374,I m looking navy blue blazer for women's wear so pls should keep ,9651,65,12,5.416666667
12487547,The store does not have sufficient range. New collection of tennis not available.,9763,81,12,6.75
12489151,We were satisfied .. And plz have some more variety in men's shirts ,9807,68,12,5.666666667
12491474,"Trouser waist sizes confusing. Tried out 38 size , which actually was 40. ",9881,74,12,6.166666667
12493235,I want bottle green in leather casual shoes style code alsh514lo10 size 8,9925,73,12,6.083333333
12494130,I bought it for my blazer and I like this store Allen Solly??,9951,61,12,5.083333333
12496540,Pleasant service. Came to just see some clothes but eventually bought 6 clothes,10014,79,12,6.583333333
12501320,I like the service & the variety of products you offered. Nice experience.,10203,74,12,6.166666667
12505353,Great work by the staff. Keep going. Treat you customers as your love. ,10294,71,12,5.916666667
12508147,"Prema rocks (: understanding,good smile on her face (: good work Prema,go ahead",10348,79,12,6.583333333
12507668,"Looking for casual Blazers, but colours not available, only two colours are there.",10361,82,12,6.833333333
12511901,Pocket sizes are so small in trouser mobiles cannot be kept in it,10489,65,12,5.416666667
12513066,Staff is excellent. Please try to have more subdued colors in your collection.,10531,78,12,6.5
12518728,All the staffs were very cooperative...... It was indeed a pleasure shopping here,10639,81,12,6.75
12518899,Very good quality and awesome ambience . Hot just as I wanted.very delighted ,10695,77,12,6.416666667
12522529,Great work with good quilty . looking for more range ahead . Thanks ,10796,68,12,5.666666667
12523586,I want some offers on men's and women formals and special customer services ,10817,76,12,6.333333333
12529102,Looking for denim.   Stuff is fine but very less option to choose from.,10922,71,12,5.916666667
12527141,Need more discount or discount vouchers so that I will buy more items.,10934,70,12,5.833333333
12531141,"We liked sales girl , she is confident in what she is selling",11040,61,12,5.083333333
12531315,Pls change ur female staff.they r extremely unfriendly n not helpful at all,11050,75,12,6.25
12532701,Great staff service and great sesuggestion by staff  all staff member is awesome ,11083,81,12,6.75
12534042,"Variety of product range is required, less number of designs available for jeans.",11095,81,12,6.75
12535897,Sneha provided us a very good service and we had a great experience,11145,67,12,5.583333333
12536163,I really like staffs service thanks for helping to choose some nice stuff ,11171,74,12,6.166666667
12536530,Plz give me an update for my points earlier not closer to expiry,11182,64,12,5.333333333
12542720,Need more collections including more number of copies of each sizes... Thank u,11326,78,12,6.5
12541565,Fits are not proper it wil b great if u work on tat,11328,51,12,4.25
12544076,I would like you to have fine checkered shirts in formals for ladies.,11391,69,12,5.75
12544854,Please keep some new colour in plated trouser 2ply and 6ply cotton trouser,11420,74,12,6.166666667
12544879,Everything was nyc staffs were co operative I wad like to come again,11426,68,12,5.666666667
